gene,gene_length,KRutLoading,kRiboLoading,final_mse,final_rms,generations,early_stopped,wall_time
lfhA,1713,0.13,0.0,1.174174,1.0836,72,True,157.6
hycE,1710,0.13,0.0,0.726386,0.8523,80,True,171.7
hybC,1704,0.13,0.122,2.268543,1.5062,189,True,505.1
cydC,1722,0.13,0.11200000000000002,3.346979,1.8295,225,True,1905.3
yicH,1710,0.13,0.098,3.286642,1.8129,226,True,689.4
yfjW,1704,0.13,0.0,1.894525,1.3764,153,True,280.2
ybaE,1701,0.13,0.0,1.330239,1.1534,127,True,289.4
araB,1701,0.13,0.0,2.284810,1.5116,160,True,683.2
narQ,1701,0.13,0.06999999999999999,1.924560,1.3873,300,False,894.9
dsbD,1698,0.13,0.202,3.041784,1.7441,236,True,617.3
treA,1698,0.13,0.0,1.736826,1.3179,115,True,236.7
oxc,1695,0.13,0.0,1.180166,1.0864,48,True,105.8
ypdA,1698,0.13,0.10600000000000001,1.982391,1.4080,204,True,504.2
yedQ,1695,0.13,0.076,1.801551,1.3422,271,True,750.5
eptB,1692,0.13,0.086,2.136614,1.4617,220,True,598.4
ilvB,1689,0.13,0.324,2.703595,1.6443,269,True,476.5
maeA,1698,0.13,0.32,2.859593,1.6910,187,True,2200.9
fruA,1692,0.13,0.176,1.721189,1.3119,300,False,917.9
yfaA,1689,0.13,0.0,1.666762,1.2910,179,True,354.0
yddA,1686,0.13,0.0,1.222891,1.1058,121,True,270.4
ybjL,1686,0.13,0.158,2.689079,1.6398,295,True,765.5
yehU,1686,0.13,0.064,2.564698,1.6015,164,True,523.3
fadD,1686,0.13,0.21400000000000002,2.446089,1.5640,167,True,1006.5
glcA,1683,0.13,0.0,2.813327,1.6773,147,True,309.1
ligB,1683,0.13,0.0,2.267865,1.5059,174,True,400.6
ydeN,1683,0.13,0.0,1.781452,1.3347,116,True,495.5
bcsG,1680,0.13,0.13999999999999999,3.443747,1.8557,188,True,555.5
dauA,1680,0.13,0.0,2.242088,1.4974,181,True,423.8
kdpA,1674,0.13,0.0,0.605694,0.7783,44,True,90.0
ycjM,1680,0.13,0.0,1.642329,1.2815,107,True,455.6
ybaL,1677,0.13,0.10800000000000001,2.685187,1.6387,192,True,556.0
rpsA,1674,0.13,0.312,4.620334,2.1495,128,True,447.7
hscC,1671,0.13,0.0,1.683567,1.2975,215,True,485.2
fdrA,1668,0.13,0.0,0.595353,0.7716,69,True,142.8
menD,1671,0.13,0.086,1.963175,1.4011,284,True,696.8
hyfG,1668,0.13,0.0,1.497720,1.2238,87,True,183.9
yjjK,1668,0.13,0.396,2.868075,1.6935,178,True,384.8
asnB,1665,0.13,0.446,2.361604,1.5368,230,True,550.3
betA,1671,0.13,0.13799999999999998,3.113343,1.7645,159,True,1690.6
mhpA,1665,0.13,0.0,1.084941,1.0416,109,True,224.4
glnS,1665,0.13,0.33999999999999997,3.469740,1.8627,178,True,469.5
tar,1662,0.13,0.0,2.448298,1.5647,166,True,368.6
yqiK,1662,0.13,0.0,1.212615,1.1012,157,True,328.6
yidE,1662,0.13,0.062,2.025254,1.4231,300,False,748.2
fliF,1659,0.13,0.0,2.725976,1.6511,209,True,453.2
recN,1662,0.13,0.158,3.693191,1.9218,215,True,1678.8
dpiB,1659,0.13,0.01,1.995616,1.4127,276,True,859.8
nrfE,1659,0.13,0.0,1.157913,1.0761,210,True,470.7
aslA,1656,0.13,0.0,1.159291,1.0767,218,True,455.1
lldP,1656,0.13,0.062,1.797871,1.3408,116,True,324.9
sgrR,1656,0.13,0.178,2.150509,1.4665,227,True,587.5
opgD,1656,0.13,0.22000000000000003,2.532856,1.5915,208,True,690.9
treC,1656,0.13,0.0,1.270885,1.1273,65,True,138.5
tsr,1656,0.13,0.0,3.295105,1.8152,160,True,351.3
arnT,1653,0.13,0.0,3.220137,1.7945,174,True,414.5
hcp,1653,0.13,0.0,1.616338,1.2714,111,True,233.9
actP,1650,0.13,0.044,1.810151,1.3454,102,True,297.1
ybjD,1659,0.13,0.172,3.588092,1.8942,198,True,2300.2
ushA,1653,0.13,0.238,2.953463,1.7186,239,True,756.3
pgi,1650,0.13,0.47400000000000003,2.449486,1.5651,174,True,422.7
yfaQ,1650,0.13,0.0,1.136949,1.0663,90,True,183.8
fadK,1647,0.13,0.0,1.056416,1.0278,65,True,134.5
fumA,1647,0.13,0.47000000000000003,2.161785,1.4703,144,True,350.3
yjcE,1650,0.13,0.13999999999999999,2.370432,1.5396,228,True,613.9
groL,1647,0.13,0.348,3.014309,1.7362,158,True,358.2
fumB,1647,0.13,0.0,1.124831,1.0606,181,True,375.0
treF,1650,0.13,0.054000000000000006,2.854666,1.6896,178,True,1370.6
mqo,1647,0.13,0.244,2.472326,1.5724,284,True,611.7
yidC,1647,0.13,0.154,2.489116,1.5777,294,True,676.2
ecpD,1644,0.13,0.0,1.618301,1.2721,216,True,482.0
eptA,1644,0.13,0.162,3.742944,1.9347,149,True,412.6
ilvG,1645,0.13,0.0,3.810348,1.9520,232,True,975.2
sapA,1644,0.13,0.162,2.167680,1.4723,268,True,591.2
flgK,1644,0.13,0.0,2.166752,1.4720,280,True,687.7
pgm,1641,0.13,0.21800000000000003,3.451162,1.8577,158,True,390.1
pqiB,1641,0.13,0.13,2.404543,1.5507,205,True,525.4
trg,1641,0.13,0.0,2.766796,1.6634,175,True,376.1
pyrG,1638,0.13,0.306,2.954741,1.7189,176,True,368.9
ubiB,1641,0.13,0.044,3.538176,1.8810,172,True,526.5
yojI,1644,0.13,0.134,2.680643,1.6373,230,True,2165.5
oppA,1632,0.13,0.40800000000000003,1.919489,1.3855,280,True,572.6
dcuS,1632,0.13,0.04,2.788322,1.6698,231,True,689.5
glpA,1629,0.13,0.0,3.639885,1.9078,202,True,423.8
aidB,1626,0.13,0.0,1.280553,1.1316,171,True,368.7
yqeB,1626,0.13,0.0,1.132875,1.0644,87,True,184.3
yhbX,1626,0.13,0.0,1.742521,1.3200,201,True,421.6
nadB,1623,0.13,0.3,4.165177,2.0409,184,True,475.2
pck,1623,0.13,0.462,2.386839,1.5449,213,True,363.2
yhiJ,1623,0.13,0.0,1.241511,1.1142,78,True,163.5
glvC,1617,0.13,0.0,0.813994,0.9022,65,True,134.3
bglH,1617,0.13,0.0,1.494154,1.2224,120,True,249.4
yjbB,1632,0.13,0.162,2.450004,1.5652,182,True,1689.5
mppA,1614,0.13,0.22599999999999998,3.817681,1.9539,158,True,407.6
yfjL,1617,0.13,0.044,2.218759,1.4896,191,True,497.7
entE,1611,0.13,0.0,2.120380,1.4562,99,True,421.9
yagH,1611,0.13,0.0,0.745923,0.8637,72,True,146.3
ygiS,1608,0.13,0.254,2.401005,1.5495,149,True,267.0
thiP,1611,0.13,0.038,2.946348,1.7165,168,True,515.4
yhiL,1607,0.13,0.0,0.836110,0.9144,89,True,180.3
ydhS,1605,0.13,0.0,1.478753,1.2160,170,True,329.7
tap,1602,0.13,0.0,3.060867,1.7495,169,True,394.0
aceB,1602,0.13,0.124,3.388473,1.8408,208,True,594.0
dppA,1608,0.13,0.306,2.761714,1.6618,166,True,1174.0
rtcR,1599,0.13,0.0,1.210304,1.1001,122,True,241.5
yoaD,1599,0.13,0.0,1.344322,1.1594,177,True,346.8
trpD,1596,0.13,0.152,1.173501,1.0833,64,True,190.3
lomR,1596,0.13,0.0,1.501862,1.2255,85,True,362.1
ydiF,1596,0.13,0.0,0.762656,0.8733,91,True,180.9
ybiT,1593,0.13,0.356,3.721546,1.9291,125,True,275.4
lsrK,1593,0.13,0.0,1.480155,1.2166,218,True,454.5
prfC,1590,0.13,0.34199999999999997,6.496407,2.5488,145,True,246.2
malX,1593,0.13,0.144,1.134476,1.0651,116,True,793.7
hsdM,1590,0.13,0.33999999999999997,2.904330,1.7042,300,False,506.3
prpR,1587,0.13,0.0,0.803061,0.8961,78,True,152.5
purH,1590,0.13,0.418,3.121085,1.7667,163,True,377.0
ybiP,1584,0.13,0.15,3.553050,1.8850,208,True,377.4
yjcC,1587,0.13,0.0,2.196172,1.4819,246,True,542.5
yegH,1584,0.13,0.176,2.352782,1.5339,122,True,275.7
yjbI,1581,0.13,0.0,0.614167,0.7837,30,True,58.1
yejF,1590,0.13,0.05600000000000001,2.616786,1.6176,227,True,1080.8
hyfF,1581,0.13,0.0,0.928361,0.9635,158,True,321.3
guaA,1578,0.13,0.38,4.994576,2.2349,200,True,337.4
bcsE,1572,0.13,0.096,3.030049,1.7407,218,True,451.7
garD,1572,0.13,0.0,1.639373,1.2804,177,True,356.8
leuA,1572,0.13,0.198,2.948008,1.7170,188,True,262.1
nikA,1575,0.13,0.0,3.196006,1.7877,220,True,923.4
ahpF,1566,0.13,0.394,2.827293,1.6815,168,True,406.6
cydA,1569,0.13,0.16999999999999998,2.011858,1.4184,268,True,582.3
trpE,1563,0.13,0.27799999999999997,0.934596,0.9667,78,True,205.1
renD,1564,0.13,0.0,8.802432,2.9669,178,True,746.9
gshA,1557,0.13,0.126,3.003587,1.7331,208,True,543.8
mltF,1557,0.13,0.064,4.404766,2.0988,159,True,494.3
yoaE,1557,0.13,0.13,3.855218,1.9635,163,True,306.1
cueO,1551,0.13,0.454,1.710424,1.3078,146,True,399.4
caiC,1554,0.13,0.0,1.187979,1.0899,300,False,615.3
rtn,1557,0.13,0.08399999999999999,5.917686,2.4326,106,True,947.9
ddpA,1551,0.13,0.0,0.959390,0.9795,111,True,215.9
yjjI,1551,0.13,0.0,1.612796,1.2700,153,True,307.7
yahF,1548,0.13,0.0,0.982540,0.9912,61,True,118.0
nnr,1548,0.13,0.0,2.639125,1.6245,116,True,288.4
appC,1545,0.13,0.0,1.716200,1.3100,100,True,206.4
gpmM,1545,0.13,0.434,2.799946,1.6733,159,True,319.6
ylaB,1551,0.13,0.052000000000000005,3.102350,1.7613,153,True,723.7
narY,1545,0.13,0.0,1.313300,1.1460,54,True,228.6
malF,1545,0.13,0.066,1.888923,1.3744,116,True,317.9
ilvA,1545,0.13,0.144,2.452576,1.5661,207,True,555.9
nhaB,1542,0.13,0.22799999999999998,4.166018,2.0411,215,True,500.5
ppx,1542,0.13,0.186,2.332224,1.5272,163,True,430.3
xylG,1542,0.13,0.0,1.201056,1.0959,112,True,224.0
aldB,1539,0.13,0.0,0.955476,0.9775,109,True,208.4
tyrR,1542,0.13,0.246,3.097296,1.7599,225,True,561.2
cadC,1539,0.13,0.0,1.548662,1.2445,128,True,250.7
emrY,1539,0.13,0.0,1.179638,1.0861,82,True,160.5
emrB,1539,0.13,0.048,2.409300,1.5522,142,True,358.3
gsiB,1539,0.13,0.124,2.434635,1.5603,156,True,404.8
narH,1539,0.13,0.0,0.964627,0.9822,34,True,65.7
lnt,1539,0.13,0.096,2.603834,1.6136,190,True,441.5
lsrA,1536,0.13,0.0,0.831462,0.9118,70,True,133.0
gadC,1536,0.13,0.0,0.908182,0.9530,181,True,362.5
atpA,1542,0.13,0.174,2.935623,1.7134,190,True,2464.9
murJ,1536,0.13,0.172,2.994754,1.7305,256,True,520.4
opgG,1536,0.13,0.356,2.449422,1.5651,209,True,601.2
alsA,1533,0.13,0.0,0.885304,0.9409,161,True,305.9
citF,1533,0.13,0.0,0.791092,0.8894,45,True,85.4
ynjC,1536,0.13,0.0,3.732169,1.9319,155,True,659.7
ycgB,1533,0.13,0.0,0.957213,0.9784,177,True,334.9
pntA,1533,0.13,0.22400000000000003,3.633945,1.9063,176,True,475.0
yeeR,1533,0.13,0.0,1.961516,1.4005,56,True,236.3
abgT,1527,0.13,0.0,2.117730,1.4552,149,True,309.9
nuoM,1530,0.13,0.128,2.414654,1.5539,175,True,403.4
ybcK,1527,0.13,0.0,1.739693,1.3190,101,True,410.5
ycgG,1524,0.13,0.0,1.247791,1.1170,223,True,436.3
aer,1521,0.13,0.0,2.750734,1.6585,269,True,587.6
ybfO,1521,0.13,0.0,1.226371,1.1074,139,True,279.2
yfcC,1521,0.13,0.0,1.032125,1.0159,129,True,251.6
yifB,1521,0.13,0.0,1.276761,1.1299,146,True,272.5
lysS,1518,0.13,0.394,2.855906,1.6899,213,True,426.5
dgt,1518,0.13,0.11000000000000001,2.610559,1.6157,259,True,696.9
mglA,1521,0.13,0.1,1.542562,1.2420,271,True,1736.8
lysU,1518,0.13,0.394,2.293231,1.5143,300,False,526.8
purF,1518,0.13,0.26,3.065800,1.7509,231,True,484.5
araG,1515,0.13,0.0,1.951213,1.3969,107,True,433.8
caiT,1515,0.13,0.0,1.859541,1.3636,205,True,429.8
norR,1515,0.13,0.10600000000000001,1.551672,1.2457,170,True,465.4
yphE,1512,0.13,0.0,0.851411,0.9227,89,True,163.7
casA,1509,0.13,0.0,0.989424,0.9947,154,True,298.2
glpK,1509,0.13,0.43,2.037159,1.4273,214,True,421.3
putP,1509,0.13,0.24,5.681353,2.3836,182,True,385.1
ydgA,1509,0.13,0.314,2.061752,1.4359,251,True,497.3
pepA,1512,0.13,0.182,3.007967,1.7343,169,True,1457.8
glpD,1506,0.13,0.22000000000000003,2.088659,1.4452,253,True,703.9
rbsA,1506,0.13,0.078,2.737736,1.6546,158,True,430.8
araA,1503,0.13,0.0,1.884769,1.3729,71,True,287.2
proP,1503,0.13,0.10200000000000001,2.397205,1.5483,192,True,396.0
dtpA,1503,0.13,0.20800000000000002,3.429224,1.8518,300,False,770.5
yjeM,1503,0.13,0.12,1.116333,1.0566,200,True,469.1
yjgR,1503,0.13,0.13999999999999999,1.854245,1.3617,150,True,370.1
yjiT,1503,0.13,0.0,2.079319,1.4420,228,True,433.6
ytfR,1503,0.13,0.0,1.196661,1.0939,119,True,203.2
uhpB,1503,0.13,0.03,4.969771,2.2293,203,True,1331.4
feaB,1500,0.13,0.0,1.852450,1.3610,133,True,247.8
glcD,1500,0.13,0.0,1.816193,1.3477,70,True,283.6
ansP,1500,0.13,0.16399999999999998,1.215263,1.1024,215,True,580.5
pitB,1500,0.13,0.0,1.704348,1.3055,54,True,218.9
pitA,1500,0.13,0.11200000000000002,4.828702,2.1974,170,True,507.2
lyxK,1497,0.13,0.0,1.721468,1.3120,67,True,270.5
fliC,1497,0.13,0.11000000000000001,2.769766,1.6643,141,True,437.9
ravA,1497,0.13,0.144,2.148655,1.4658,270,True,729.5
ftsY,1494,0.13,0.21000000000000002,3.179522,1.7831,233,True,599.8
ubiD,1494,0.13,0.10200000000000001,5.644422,2.3758,141,True,344.5
yidJ,1494,0.13,0.0,0.973142,0.9865,182,True,340.9
nanT,1491,0.13,0.0,1.308759,1.1440,114,True,207.6
yeaJ,1491,0.13,0.066,3.950285,1.9875,164,True,417.7
yhjJ,1497,0.13,0.196,2.841564,1.6857,147,True,1528.6
amyA,1488,0.13,0.0,1.829626,1.3526,300,False,557.5
murE,1488,0.13,0.10200000000000001,4.542817,2.1314,123,True,305.8
puuC,1488,0.13,0.0,0.956606,0.9781,64,True,116.0
sufB,1488,0.13,0.12,1.537826,1.2401,181,True,459.5
uxaA,1488,0.13,0.11000000000000001,2.021276,1.4217,202,True,460.5
yeeO,1488,0.13,0.0,1.879309,1.3709,150,True,214.0
gpp,1485,0.13,0.05,8.099932,2.8460,124,True,477.6
gspE,1482,0.13,0.0,1.245608,1.1161,131,True,247.3
dtpD,1482,0.13,0.134,1.118783,1.0577,267,True,685.8
astD,1479,0.13,0.0,0.937851,0.9684,103,True,192.7
tolC,1482,0.13,0.404,3.244781,1.8013,153,True,327.5
wzxC,1479,0.13,0.0,0.704456,0.8393,71,True,130.8
scpC,1479,0.13,0.0,1.758657,1.3261,210,True,407.4
ygcE,1479,0.13,0.0,1.397918,1.1823,132,True,264.5
ilvC,1476,0.13,0.47400000000000003,3.024761,1.7392,182,True,349.3
ampG,1476,0.13,0.048,3.049985,1.7464,257,True,703.6
nusA,1488,0.13,0.24,2.509325,1.5841,300,False,2874.3
murC,1476,0.13,0.15,5.660037,2.3791,241,True,510.4
yeaI,1476,0.13,0.0,1.604183,1.2666,54,True,216.7
xylE,1476,0.13,0.0,0.946550,0.9729,150,True,279.5
der,1473,0.13,0.268,2.861943,1.6917,200,True,361.8
zwf,1476,0.13,0.43200000000000005,1.983954,1.4085,259,True,621.2
dtpB,1470,0.13,0.192,1.483238,1.2179,87,True,198.0
modF,1473,0.13,0.098,2.906863,1.7050,215,True,473.7
gspA,1470,0.13,0.0,1.447459,1.2031,176,True,363.7
rhaB,1470,0.13,0.0,0.714847,0.8455,59,True,106.4
lysP,1470,0.13,0.16799999999999998,3.704794,1.9248,206,True,463.9
rng,1470,0.13,0.078,3.820037,1.9545,158,True,433.3
guaB,1467,0.13,0.49000000000000005,2.196594,1.4821,217,True,409.6
mdtP,1467,0.13,0.0,1.422680,1.1928,157,True,304.3
betB,1473,0.13,0.19,2.501902,1.5817,246,True,2135.4
yeiQ,1467,0.13,0.22799999999999998,1.630978,1.2771,202,True,463.0
citT,1464,0.13,0.0,1.409787,1.1873,166,True,349.1
ttdT,1464,0.13,0.0,1.295144,1.1380,55,True,220.5
clsA,1461,0.13,0.0,3.050657,1.7466,159,True,336.1
yfgC,1464,0.13,0.092,3.948428,1.9871,247,True,706.5
ydfI,1461,0.13,0.0,1.572085,1.2538,104,True,192.5
uxuB,1461,0.13,0.33199999999999996,1.472692,1.2135,177,True,471.7
ascF,1458,0.13,0.0,2.218199,1.4894,130,True,234.7
phoQ,1461,0.13,0.057999999999999996,4.347323,2.0850,174,True,1148.0
pepD,1458,0.13,0.45,9.625298,3.1025,145,True,284.0
nuoN,1458,0.13,0.136,2.601708,1.6130,277,True,661.0
yjdL,1458,0.13,0.0,1.115613,1.0562,182,True,329.8
amn,1455,0.13,0.348,2.834986,1.6837,198,True,381.3
ybbW,1455,0.13,0.0,0.665473,0.8158,72,True,128.8
xylB,1455,0.13,0.124,1.247696,1.1170,137,True,353.2
djlC,1452,0.13,0.0,1.311725,1.1453,120,True,219.1
ygcU,1455,0.13,0.0,1.075667,1.0371,146,True,267.8
frvB,1452,0.13,0.0,0.912962,0.9555,109,True,191.3
prpD,1452,0.13,0.0,0.552259,0.7431,48,True,85.1
trkH,1452,0.13,0.05600000000000001,2.756968,1.6604,155,True,406.6
panF,1452,0.13,0.08199999999999999,1.683525,1.2975,276,True,751.0
uxaB,1452,0.13,0.0,1.014622,1.0073,165,True,294.0
trkG,1458,0.13,0.098,2.116229,1.4547,254,True,2009.9
gabD,1449,0.13,0.0,1.589617,1.2608,47,True,188.3
fucK,1449,0.13,0.0,1.424982,1.1937,157,True,315.4
viaA,1452,0.13,0.048,2.278480,1.5095,208,True,567.7
uacT,1449,0.13,0.0,0.851578,0.9228,32,True,56.8
abgB,1446,0.13,0.0,1.350639,1.1622,232,True,439.1
yeaV,1446,0.13,0.0,0.525087,0.7246,35,True,59.1
tldD,1446,0.13,0.266,3.292207,1.8144,239,True,515.3
pykA,1443,0.13,0.418,2.702693,1.6440,196,True,346.9
cusS,1443,0.13,0.096,3.209924,1.7916,245,True,608.3
aldA,1440,0.13,0.302,2.622016,1.6193,223,True,435.8
hyfD,1440,0.13,0.0,0.738960,0.8596,48,True,81.1
norV,1440,0.13,0.0,1.163402,1.0786,125,True,225.1
bglA,1440,0.13,0.44800000000000006,3.049895,1.7464,294,True,606.9
thiI,1449,0.13,0.392,2.298589,1.5161,268,True,1907.3
cpsB,1437,0.13,0.0,1.373214,1.1718,74,True,296.1
rsmF,1440,0.13,0.238,2.030567,1.4250,287,True,543.5
aspA,1437,0.13,0.146,2.551753,1.5974,250,True,849.0
mdtQ,1436,0.13,0.0,0.816663,0.9037,63,True,109.5
ydiU,1437,0.13,0.086,3.787853,1.9462,234,True,521.1
nrfA,1437,0.13,0.0,2.455377,1.5670,222,True,880.1
dacB,1434,0.13,0.188,4.148278,2.0367,159,True,372.2
hldE,1434,0.13,0.0,3.707631,1.9255,107,True,430.7
glgA,1434,0.13,0.057999999999999996,2.443913,1.5633,300,False,834.9
ybhI,1434,0.13,0.0,0.904478,0.9510,52,True,91.6
ptsG,1434,0.13,0.194,2.217850,1.4892,297,True,582.0
ygjI,1434,0.13,0.0,0.841470,0.9173,103,True,180.3
yaaJ,1431,0.13,0.0,2.374376,1.5409,109,True,183.1
ycaM,1431,0.13,0.0,1.837085,1.3554,143,True,208.8
yihF,1431,0.13,0.0,1.468974,1.2120,158,True,273.0
rpoN,1434,0.13,0.05,3.516680,1.8753,184,True,1064.4
ybjT,1431,0.13,0.046,2.466196,1.5704,273,True,679.7
djlB,1428,0.13,0.0,15.424600,3.9274,30,True,119.7
cysN,1428,0.13,0.0,1.361691,1.1669,201,True,376.9
paaH,1428,0.13,0.0,1.318335,1.1482,97,True,172.6
glrK,1428,0.13,0.041999999999999996,5.501706,2.3456,233,True,465.8
hsrA,1428,0.13,0.014000000000000002,6.822234,2.6119,132,True,592.8
rmuC,1428,0.13,0.072,2.802739,1.6741,288,True,509.1
ascB,1425,0.13,0.0,1.459474,1.2081,93,True,174.5
sbcB,1428,0.13,0.262,2.249323,1.4998,275,True,712.3
ykgF,1428,0.13,0.0,2.692153,1.6408,132,True,527.2
creC,1425,0.13,0.04,3.179486,1.7831,208,True,517.7
degP,1425,0.13,0.51,2.189837,1.4798,259,True,511.6
miaB,1425,0.13,0.348,2.269243,1.5064,156,True,361.7
murP,1425,0.13,0.06,0.856929,0.9257,116,True,274.5
patD,1425,0.13,0.0,1.190405,1.0911,103,True,192.1
otsA,1425,0.13,0.0,1.580213,1.2571,146,True,269.0
clsC,1422,0.13,0.0,2.936855,1.7137,184,True,312.4
clcA,1422,0.13,0.078,4.462790,2.1125,198,True,514.3
melB,1422,0.13,0.0,1.699169,1.3035,150,True,293.1
treB,1422,0.13,0.0,1.796282,1.3403,188,True,291.8
araE,1419,0.13,0.026000000000000002,4.651664,2.1568,129,True,350.6
dcm,1419,0.13,0.136,2.954737,1.7189,147,True,279.4
exuT,1419,0.13,0.0,1.406978,1.1862,33,True,60.0
dhaM,1419,0.13,0.194,2.639548,1.6247,126,True,270.7
gltD,1419,0.13,0.21000000000000002,2.903465,1.7040,172,True,367.1
phr,1419,0.13,0.052000000000000005,1.654478,1.2863,128,True,319.6
yahG,1419,0.13,0.0,1.127902,1.0620,44,True,75.3
lpd,1425,0.13,0.32999999999999996,1.876120,1.3697,300,False,2698.1
dnaB,1416,0.13,0.072,3.076728,1.7541,178,True,469.5
puuA,1419,0.13,0.22599999999999998,1.427224,1.1947,300,False,761.6
mdtD,1416,0.13,0.0,1.204583,1.0975,277,True,500.3
phoA,1416,0.13,0.188,1.992962,1.4117,256,True,374.7
tnaA,1416,0.13,0.0,1.288547,1.1351,162,True,301.1
bglB,1413,0.13,0.0,1.361676,1.1669,187,True,325.9
cycA,1413,0.13,0.198,2.239990,1.4967,114,True,253.3
ftsP,1413,0.13,0.142,2.813960,1.6775,246,True,516.0
pykF,1413,0.13,0.638,1.650767,1.2848,224,True,400.3
uxaC,1413,0.13,0.348,0.978214,0.9890,150,True,332.1
yjiR,1413,0.13,0.048,2.761830,1.6619,207,True,560.8
glnA,1410,0.13,0.43600000000000005,1.904543,1.3801,220,True,444.1
yfjI,1410,0.13,0.0,0.526983,0.7259,58,True,95.9
gltX,1416,0.13,0.45,2.134327,1.4609,223,True,2652.4
glnG,1410,0.13,0.098,2.120421,1.4562,244,True,605.5
chiP,1407,0.13,0.0,2.773857,1.6655,265,True,442.7
fliD,1407,0.13,0.0,3.896087,1.9739,166,True,658.8
ydcR,1407,0.13,0.186,4.558159,2.1350,164,True,311.1
gnd,1407,0.13,0.40199999999999997,1.701328,1.3043,300,False,546.8
eutA,1404,0.13,0.0,0.625507,0.7909,65,True,110.6
dnaA,1404,0.13,0.06999999999999999,5.479322,2.3408,147,True,350.8
baeS,1404,0.13,0.0,2.308383,1.5193,103,True,409.9
eutE,1404,0.13,0.0,0.525733,0.7251,77,True,131.6
yihO,1404,0.13,0.0,1.731457,1.3158,198,True,391.3
fumC,1404,0.13,0.404,1.874837,1.3692,274,True,524.9
gabP,1401,0.13,0.0,0.751156,0.8667,68,True,112.9
mmuP,1404,0.13,0.0,2.032604,1.4257,164,True,652.1
gadA,1401,0.13,0.0,0.480997,0.6935,43,True,70.4
gadB,1401,0.13,0.0,0.999183,0.9996,32,True,127.3
asnS,1401,0.13,0.374,2.628804,1.6214,254,True,426.3
intF,1401,0.13,0.348,2.092367,1.4465,111,True,307.8
xanQ,1401,0.13,0.0,0.876437,0.9362,124,True,210.5
sthA,1401,0.13,0.174,2.187433,1.4790,219,True,408.5
ulaA,1398,0.13,0.0,0.845414,0.9195,172,True,298.1
pcnB,1398,0.13,0.10800000000000001,2.529676,1.5905,218,True,550.9
yhjA,1398,0.13,0.0,2.103778,1.4504,87,True,151.1
ycjX,1398,0.13,0.16399999999999998,1.852736,1.3612,222,True,542.4
zraS,1398,0.13,0.022,1.301376,1.1408,153,True,386.4
galP,1395,0.13,0.21800000000000003,2.519742,1.5874,173,True,294.6
wcaJ,1395,0.13,0.0,0.680607,0.8250,112,True,189.2
hsdS,1395,0.13,0.188,2.566996,1.6022,168,True,388.5
leuC,1401,0.13,0.32999999999999996,1.920584,1.3859,217,True,2255.6
wcaM,1395,0.13,0.0,1.356855,1.1648,236,True,439.9
ychO,1395,0.13,0.06,2.420698,1.5559,159,True,392.8
narK,1392,0.13,0.0,1.602131,1.2658,110,True,437.6
selA,1392,0.13,0.16,3.616478,1.9017,205,True,407.6
uhpT,1392,0.13,0.0,1.960032,1.4000,202,True,476.8
cmtA,1389,0.13,0.0,0.872282,0.9340,119,True,202.4
ydjN,1392,0.13,0.176,2.306217,1.5186,155,True,313.0
narU,1389,0.13,0.0,0.690533,0.8310,77,True,126.7
pntB,1389,0.13,0.13,3.243516,1.8010,199,True,476.2
sad,1389,0.13,0.282,1.534674,1.2388,202,True,385.5
atoC,1386,0.13,0.0,1.503000,1.2260,136,True,263.3
cysS,1386,0.13,0.396,3.670632,1.9159,240,True,482.5
dcuC,1386,0.13,0.0,1.252391,1.1191,169,True,289.7
hofB,1386,0.13,0.0,1.926498,1.3880,148,True,266.4
hyuA,1386,0.13,0.0,1.366009,1.1688,146,True,268.7
xanP,1392,0.13,0.13999999999999999,2.494079,1.5793,249,True,1645.6
puuP,1386,0.13,0.0,1.564266,1.2507,177,True,317.4
yifK,1386,0.13,0.16799999999999998,3.634436,1.9064,179,True,371.1
yihP,1386,0.13,0.0,1.497663,1.2238,110,True,436.4
dosC,1383,0.13,0.0,1.703409,1.3051,165,True,273.8
atpD,1383,0.13,0.21600000000000003,3.724913,1.9300,193,True,389.9
yagG,1383,0.13,0.0,0.877376,0.9367,63,True,106.3
ydgI,1383,0.13,0.08399999999999999,6.378305,2.5255,91,True,230.3
yahJ,1383,0.13,0.196,1.398466,1.1826,217,True,517.3
yicJ,1383,0.13,0.0,0.956455,0.9780,184,True,311.9
radA,1383,0.13,0.092,3.451320,1.8578,157,True,963.4
dinF,1380,0.13,0.06999999999999999,3.532610,1.8795,200,True,295.5
ydjK,1380,0.13,0.0,0.590788,0.7686,30,True,49.0
mcrB,1380,0.13,0.256,2.261912,1.5040,267,True,521.6
patA,1380,0.13,0.0,2.020911,1.4216,101,True,401.6
pheP,1377,0.13,0.132,3.246779,1.8019,171,True,447.3
trkA,1377,0.13,0.10800000000000001,3.417034,1.8485,162,True,371.1
ygeH,1377,0.13,0.0,1.600756,1.2652,96,True,381.2
aroP,1374,0.13,0.146,3.513767,1.8745,167,True,369.9
argH,1374,0.13,0.262,1.643825,1.2821,265,True,611.1
cusC,1374,0.13,0.0,0.862447,0.9287,70,True,118.1
cysG,1374,0.13,0.126,6.792582,2.6063,200,True,549.0
cpxA,1374,0.13,0.066,5.417883,2.3276,165,True,1038.8
dbpA,1374,0.13,0.22799999999999998,1.749180,1.3226,229,True,617.5
fliI,1374,0.13,0.0,3.299558,1.8165,147,True,280.9
